MT	A	W	t	NH
641	100	10	2	5
531	100	10	2	5
406	100	10	2	5
391	100	10	2	5
359	100	10	2	5
609	100	10	2	5
609	100	10	2	5
563	100	10	2	5
531	100	10	2	5
485	100	10	2	5
453	100	10	2	5
453	100	10	2	5
609	100	10	3	6
563	100	10	3	6
469	100	10	3	6
438	100	10	3	6
313	100	10	3	6
312	100	10	3	6
625	100	10	3	6
578	100	10	3	6
516	100	10	3	6
407	100	10	3	6
391	100	10	3	6
218	100	10	3	6
578	100	10	4	6
532	100	10	4	6
515	100	10	4	6
484	100	10	4	6
453	100	10	4	6
265	100	10	4	6
1032	100	10	4	6
547	100	10	4	6
500	100	10	4	6
328	100	10	4	6
328	100	10	4	6
266	100	10	4	6
641	100	10	5	7
531	100	10	5	7
516	100	10	5	7
484	100	10	5	7
406	100	10	5	7
297	100	10	5	7
282	100	10	5	7
562	100	10	5	7
484	100	10	5	7
469	100	10	5	7
468	100	10	5	7
391	100	10	5	7
594	100	10	6	7
515	100	10	6	7
500	100	10	6	7
500	100	10	6	7
484	100	10	6	7
297	100	10	6	7
218	100	10	6	7
953	100	10	6	7
578	100	10	6	7
485	100	10	6	7
406	100	10	6	7
266	100	10	6	7
1390	100	10	7	7
640	100	10	7	7
532	100	10	7	7
484	100	10	7	7
438	100	10	7	7
437	100	10	7	7
375	100	10	7	7
610	100	10	7	7
516	100	10	7	7
485	100	10	7	7
265	100	10	7	7
250	100	10	7	7
625	100	10	8	4
484	100	10	8	4
282	100	10	8	4
281	100	10	8	4
687	100	10	8	4
563	100	10	8	4
562	100	10	8	4
531	100	10	8	4
500	100	10	8	4
469	100	10	8	4
391	100	10	8	4
266	100	10	8	4
609	100	10	9	7
531	100	10	9	7
500	100	10	9	7
454	100	10	9	7
390	100	10	9	7
328	100	10	9	7
265	100	10	9	7
1391	100	10	9	7
500	100	10	9	7
485	100	10	9	7
484	100	10	9	7
250	100	10	9	7
594	100	10	10	6
546	100	10	10	6
531	100	10	10	6
469	100	10	10	6
297	100	10	10	6
234	100	10	10	6
1000	100	10	10	6
500	100	10	10	6
485	100	10	10	6
469	100	10	10	6
375	100	10	10	6
266	100	10	10	6
828	100	10	11	4
609	100	10	11	4
422	100	10	11	4
328	100	10	11	4
1094	100	10	11	4
515	100	10	11	4
500	100	10	11	4
484	100	10	11	4
469	100	10	11	4
375	100	10	11	4
266	100	10	11	4
266	100	10	11	4
578	100	10	12	8
563	100	10	12	8
532	100	10	12	8
484	100	10	12	8
484	100	10	12	8
406	100	10	12	8
297	100	10	12	8
265	100	10	12	8
1079	100	10	12	8
516	100	10	12	8
359	100	10	12	8
265	100	10	12	8
593	100	10	13	8
578	100	10	13	8
515	100	10	13	8
500	100	10	13	8
484	100	10	13	8
375	100	10	13	8
328	100	10	13	8
250	100	10	13	8
484	100	10	13	8
407	100	10	13	8
235	100	10	13	8
187	100	10	13	8
969	100	10	14	5
594	100	10	14	5
485	100	10	14	5
485	100	10	14	5
485	100	10	14	5
532	100	10	14	5
485	100	10	14	5
485	100	10	14	5
437	100	10	14	5
266	100	10	14	5
266	100	10	14	5
250	100	10	14	5
547	100	10	15	8
546	100	10	15	8
500	100	10	15	8
484	100	10	15	8
453	100	10	15	8
437	100	10	15	8
421	100	10	15	8
234	100	10	15	8
468	100	10	15	8
438	100	10	15	8
344	100	10	15	8
234	100	10	15	8
516	100	10	16	6
469	100	10	16	6
469	100	10	16	6
453	100	10	16	6
407	100	10	16	6
234	100	10	16	6
516	100	10	16	6
515	100	10	16	6
500	100	10	16	6
484	100	10	16	6
281	100	10	16	6
250	100	10	16	6
594	100	10	17	8
547	100	10	17	8
515	100	10	17	8
500	100	10	17	8
453	100	10	17	8
453	100	10	17	8
437	100	10	17	8
312	100	10	17	8
484	100	10	17	8
453	100	10	17	8
250	100	10	17	8
235	100	10	17	8
516	100	10	18	5
500	100	10	18	5
500	100	10	18	5
469	100	10	18	5
218	100	10	18	5
563	100	10	18	5
531	100	10	18	5
485	100	10	18	5
469	100	10	18	5
406	100	10	18	5
297	100	10	18	5
250	100	10	18	5
578	100	10	19	8
485	100	10	19	8
469	100	10	19	8
453	100	10	19	8
391	100	10	19	8
375	100	10	19	8
313	100	10	19	8
219	100	10	19	8
516	100	10	19	8
469	100	10	19	8
437	100	10	19	8
235	100	10	19	8
500	100	10	20	6
500	100	10	20	6
500	100	10	20	6
453	100	10	20	6
390	100	10	20	6
266	100	10	20	6
500	100	10	20	6
438	100	10	20	6
437	100	10	20	6
422	100	10	20	6
281	100	10	20	6
219	100	10	20	6
547	100	10	21	8
500	100	10	21	8
484	100	10	21	8
469	100	10	21	8
438	100	10	21	8
406	100	10	21	8
328	100	10	21	8
250	100	10	21	8
516	100	10	21	8
484	100	10	21	8
484	100	10	21	8
265	100	10	21	8
531	100	10	22	7
516	100	10	22	7
516	100	10	22	7
484	100	10	22	7
453	100	10	22	7
437	100	10	22	7
422	100	10	22	7
516	100	10	22	7
453	100	10	22	7
297	100	10	22	7
234	100	10	22	7
219	100	10	22	7
469	100	10	23	5
453	100	10	23	5
437	100	10	23	5
421	100	10	23	5
234	100	10	23	5
532	100	10	23	5
531	100	10	23	5
454	100	10	23	5
422	100	10	23	5
390	100	10	23	5
297	100	10	23	5
266	100	10	23	5
546	100	10	24	4
531	100	10	24	4
219	100	10	24	4
187	100	10	24	4
625	100	10	24	4
500	100	10	24	4
500	100	10	24	4
453	100	10	24	4
438	100	10	24	4
422	100	10	24	4
391	100	10	24	4
281	100	10	24	4
531	100	10	25	9
516	100	10	25	9
469	100	10	25	9
453	100	10	25	9
406	100	10	25	9
391	100	10	25	9
313	100	10	25	9
297	100	10	25	9
234	100	10	25	9
671	100	10	25	9
469	100	10	25	9
469	100	10	25	9
563	100	10	26	6
516	100	10	26	6
422	100	10	26	6
422	100	10	26	6
422	100	10	26	6
234	100	10	26	6
563	100	10	26	6
562	100	10	26	6
500	100	10	26	6
469	100	10	26	6
265	100	10	26	6
235	100	10	26	6
625	100	10	27	5
469	100	10	27	5
469	100	10	27	5
422	100	10	27	5
375	100	10	27	5
781	100	10	27	5
547	100	10	27	5
484	100	10	27	5
469	100	10	27	5
297	100	10	27	5
266	100	10	27	5
219	100	10	27	5
546	100	10	28	6
531	100	10	28	6
516	100	10	28	6
437	100	10	28	6
437	100	10	28	6
234	100	10	28	6
547	100	10	28	6
531	100	10	28	6
437	100	10	28	6
390	100	10	28	6
281	100	10	28	6
218	100	10	28	6
594	100	10	29	8
578	100	10	29	8
500	100	10	29	8
391	100	10	29	8
391	100	10	29	8
313	100	10	29	8
250	100	10	29	8
219	100	10	29	8
485	100	10	29	8
484	100	10	29	8
469	100	10	29	8
453	100	10	29	8
594	100	10	30	5
484	100	10	30	5
469	100	10	30	5
390	100	10	30	5
235	100	10	30	5
609	100	10	30	5
562	100	10	30	5
484	100	10	30	5
454	100	10	30	5
406	100	10	30	5
281	100	10	30	5
219	100	10	30	5
625	100	20	2	11
594	100	20	2	11
500	100	20	2	11
485	100	20	2	11
469	100	20	2	11
391	100	20	2	11
375	100	20	2	11
375	100	20	2	11
360	100	20	2	11
344	100	20	2	11
282	100	20	2	11
359	100	20	2	11
500	100	20	3	11
485	100	20	3	11
438	100	20	3	11
406	100	20	3	11
391	100	20	3	11
391	100	20	3	11
390	100	20	3	11
359	100	20	3	11
328	100	20	3	11
297	100	20	3	11
265	100	20	3	11
453	100	20	3	11
484	100	20	4	11
484	100	20	4	11
469	100	20	4	11
437	100	20	4	11
391	100	20	4	11
391	100	20	4	11
344	100	20	4	11
312	100	20	4	11
281	100	20	4	11
281	100	20	4	11
250	100	20	4	11
390	100	20	4	11
500	100	20	5	10
484	100	20	5	10
438	100	20	5	10
422	100	20	5	10
390	100	20	5	10
375	100	20	5	10
359	100	20	5	10
266	100	20	5	10
265	100	20	5	10
234	100	20	5	10
985	100	20	5	10
329	100	20	5	10
812	100	20	6	12
500	100	20	6	12
453	100	20	6	12
453	100	20	6	12
375	100	20	6	12
360	100	20	6	12
360	100	20	6	12
312	100	20	6	12
312	100	20	6	12
281	100	20	6	12
266	100	20	6	12
250	100	20	6	12
813	100	20	7	12
625	100	20	7	12
469	100	20	7	12
469	100	20	7	12
422	100	20	7	12
421	100	20	7	12
391	100	20	7	12
344	100	20	7	12
328	100	20	7	12
328	100	20	7	12
282	100	20	7	12
266	100	20	7	12
844	100	20	8	9
516	100	20	8	9
500	100	20	8	9
469	100	20	8	9
406	100	20	8	9
344	100	20	8	9
328	100	20	8	9
328	100	20	8	9
250	100	20	8	9
781	100	20	8	9
531	100	20	8	9
344	100	20	8	9
735	100	20	9	9
515	100	20	9	9
515	100	20	9	9
437	100	20	9	9
360	100	20	9	9
359	100	20	9	9
344	100	20	9	9
328	100	20	9	9
250	100	20	9	9
453	100	20	9	9
438	100	20	9	9
328	100	20	9	9
532	100	20	10	9
500	100	20	10	9
500	100	20	10	9
437	100	20	10	9
422	100	20	10	9
359	100	20	10	9
328	100	20	10	9
297	100	20	10	9
250	100	20	10	9
437	100	20	10	9
312	100	20	10	9
281	100	20	10	9
531	100	20	11	10
516	100	20	11	10
485	100	20	11	10
422	100	20	11	10
421	100	20	11	10
406	100	20	11	10
359	100	20	11	10
344	100	20	11	10
329	100	20	11	10
282	100	20	11	10
391	100	20	11	10
250	100	20	11	10
500	100	20	12	10
438	100	20	12	10
437	100	20	12	10
360	100	20	12	10
328	100	20	12	10
312	100	20	12	10
281	100	20	12	10
281	100	20	12	10
265	100	20	12	10
265	100	20	12	10
515	100	20	12	10
438	100	20	12	10
610	100	20	13	9
437	100	20	13	9
422	100	20	13	9
421	100	20	13	9
375	100	20	13	9
328	100	20	13	9
313	100	20	13	9
266	100	20	13	9
235	100	20	13	9
485	100	20	13	9
359	100	20	13	9
297	100	20	13	9
484	100	20	14	7
453	100	20	14	7
438	100	20	14	7
391	100	20	14	7
359	100	20	14	7
281	100	20	14	7
265	100	20	14	7
859	100	20	14	7
547	100	20	14	7
313	100	20	14	7
313	100	20	14	7
266	100	20	14	7
891	100	20	15	9
469	100	20	15	9
453	100	20	15	9
406	100	20	15	9
328	100	20	15	9
328	100	20	15	9
282	100	20	15	9
281	100	20	15	9
250	100	20	15	9
547	100	20	15	9
390	100	20	15	9
312	100	20	15	9
516	100	20	16	8
484	100	20	16	8
468	100	20	16	8
406	100	20	16	8
328	100	20	16	8
265	100	20	16	8
250	100	20	16	8
250	100	20	16	8
453	100	20	16	8
375	100	20	16	8
344	100	20	16	8
328	100	20	16	8
516	100	20	17	9
500	100	20	17	9
469	100	20	17	9
438	100	20	17	9
329	100	20	17	9
328	100	20	17	9
282	100	20	17	9
266	100	20	17	9
265	100	20	17	9
422	100	20	17	9
375	100	20	17	9
312	100	20	17	9
531	100	20	18	9
484	100	20	18	9
484	100	20	18	9
406	100	20	18	9
328	100	20	18	9
328	100	20	18	9
297	100	20	18	9
265	100	20	18	9
250	100	20	18	9
515	100	20	18	9
469	100	20	18	9
375	100	20	18	9
500	100	20	19	10
485	100	20	19	10
484	100	20	19	10
453	100	20	19	10
422	100	20	19	10
407	100	20	19	10
343	100	20	19	10
328	100	20	19	10
282	100	20	19	10
266	100	20	19	10
282	100	20	19	10
250	100	20	19	10
547	100	20	20	8
516	100	20	20	8
453	100	20	20	8
438	100	20	20	8
437	100	20	20	8
297	100	20	20	8
266	100	20	20	8
265	100	20	20	8
406	100	20	20	8
313	100	20	20	8
281	100	20	20	8
266	100	20	20	8
547	100	20	21	9
453	100	20	21	9
453	100	20	21	9
453	100	20	21	9
422	100	20	21	9
390	100	20	21	9
328	100	20	21	9
266	100	20	21	9
235	100	20	21	9
328	100	20	21	9
312	100	20	21	9
266	100	20	21	9
562	100	20	22	8
547	100	20	22	8
453	100	20	22	8
438	100	20	22	8
360	100	20	22	8
281	100	20	22	8
281	100	20	22	8
234	100	20	22	8
375	100	20	22	8
297	100	20	22	8
250	100	20	22	8
250	100	20	22	8
500	100	20	23	8
453	100	20	23	8
438	100	20	23	8
422	100	20	23	8
390	100	20	23	8
328	100	20	23	8
328	100	20	23	8
250	100	20	23	8
453	100	20	23	8
344	100	20	23	8
266	100	20	23	8
265	100	20	23	8
469	100	20	24	5
359	100	20	24	5
313	100	20	24	5
281	100	20	24	5
234	100	20	24	5
547	100	20	24	5
531	100	20	24	5
453	100	20	24	5
406	100	20	24	5
328	100	20	24	5
250	100	20	24	5
235	100	20	24	5
531	100	20	25	9
500	100	20	25	9
500	100	20	25	9
438	100	20	25	9
375	100	20	25	9
375	100	20	25	9
297	100	20	25	9
297	100	20	25	9
266	100	20	25	9
1250	100	20	25	9
515	100	20	25	9
265	100	20	25	9
516	100	20	26	9
485	100	20	26	9
454	100	20	26	9
453	100	20	26	9
422	100	20	26	9
313	100	20	26	9
312	100	20	26	9
297	100	20	26	9
218	100	20	26	9
454	100	20	26	9
359	100	20	26	9
250	100	20	26	9
578	100	20	27	10
515	100	20	27	10
500	100	20	27	10
437	100	20	27	10
407	100	20	27	10
390	100	20	27	10
390	100	20	27	10
329	100	20	27	10
265	100	20	27	10
235	100	20	27	10
344	100	20	27	10
250	100	20	27	10
531	100	20	28	10
500	100	20	28	10
469	100	20	28	10
437	100	20	28	10
391	100	20	28	10
344	100	20	28	10
328	100	20	28	10
282	100	20	28	10
266	100	20	28	10
250	100	20	28	10
343	100	20	28	10
266	100	20	28	10
1125	100	20	29	8
766	100	20	29	8
515	100	20	29	8
437	100	20	29	8
359	100	20	29	8
328	100	20	29	8
265	100	20	29	8
250	100	20	29	8
500	100	20	29	8
359	100	20	29	8
359	100	20	29	8
266	100	20	29	8
594	100	20	30	8
532	100	20	30	8
453	100	20	30	8
453	100	20	30	8
438	100	20	30	8
360	100	20	30	8
313	100	20	30	8
250	100	20	30	8
329	100	20	30	8
297	100	20	30	8
282	100	20	30	8
265	100	20	30	8
890	100	40	2	11
671	100	40	2	11
500	100	40	2	11
469	100	40	2	11
453	100	40	2	11
422	100	40	2	11
344	100	40	2	11
313	100	40	2	11
282	100	40	2	11
281	100	40	2	11
250	100	40	2	11
563	100	40	2	11
485	100	40	3	11
438	100	40	3	11
422	100	40	3	11
406	100	40	3	11
390	100	40	3	11
375	100	40	3	11
375	100	40	3	11
312	100	40	3	11
281	100	40	3	11
265	100	40	3	11
250	100	40	3	11
703	100	40	3	11
1828	100	40	4	11
453	100	40	4	11
437	100	40	4	11
421	100	40	4	11
407	100	40	4	11
375	100	40	4	11
375	100	40	4	11
360	100	40	4	11
297	100	40	4	11
250	100	40	4	11
234	100	40	4	11
282	100	40	4	11
484	100	40	5	11
469	100	40	5	11
438	100	40	5	11
438	100	40	5	11
437	100	40	5	11
406	100	40	5	11
390	100	40	5	11
297	100	40	5	11
265	100	40	5	11
250	100	40	5	11
235	100	40	5	11
672	100	40	5	11
688	100	40	6	10
484	100	40	6	10
469	100	40	6	10
469	100	40	6	10
406	100	40	6	10
375	100	40	6	10
328	100	40	6	10
281	100	40	6	10
250	100	40	6	10
250	100	40	6	10
485	100	40	6	10
328	100	40	6	10
1391	100	40	7	11
469	100	40	7	11
438	100	40	7	11
406	100	40	7	11
406	100	40	7	11
375	100	40	7	11
360	100	40	7	11
329	100	40	7	11
297	100	40	7	11
250	100	40	7	11
250	100	40	7	11
234	100	40	7	11
625	100	40	8	10
500	100	40	8	10
437	100	40	8	10
422	100	40	8	10
422	100	40	8	10
406	100	40	8	10
390	100	40	8	10
281	100	40	8	10
281	100	40	8	10
218	100	40	8	10
281	100	40	8	10
266	100	40	8	10
1203	100	40	9	11
469	100	40	9	11
422	100	40	9	11
421	100	40	9	11
391	100	40	9	11
360	100	40	9	11
360	100	40	9	11
297	100	40	9	11
281	100	40	9	11
250	100	40	9	11
219	100	40	9	11
234	100	40	9	11
484	100	40	10	10
454	100	40	10	10
422	100	40	10	10
390	100	40	10	10
375	100	40	10	10
375	100	40	10	10
359	100	40	10	10
281	100	40	10	10
266	100	40	10	10
234	100	40	10	10
250	100	40	10	10
250	100	40	10	10
469	100	40	11	11
468	100	40	11	11
422	100	40	11	11
407	100	40	11	11
375	100	40	11	11
375	100	40	11	11
375	100	40	11	11
266	100	40	11	11
265	100	40	11	11
250	100	40	11	11
235	100	40	11	11
219	100	40	11	11
469	100	40	12	11
453	100	40	12	11
437	100	40	12	11
406	100	40	12	11
406	100	40	12	11
375	100	40	12	11
375	100	40	12	11
281	100	40	12	11
266	100	40	12	11
234	100	40	12	11
234	100	40	12	11
250	100	40	12	11
547	100	40	13	11
469	100	40	13	11
438	100	40	13	11
391	100	40	13	11
390	100	40	13	11
375	100	40	13	11
359	100	40	13	11
282	100	40	13	11
266	100	40	13	11
250	100	40	13	11
219	100	40	13	11
203	100	40	13	11
546	100	40	14	11
422	100	40	14	11
406	100	40	14	11
406	100	40	14	11
391	100	40	14	11
391	100	40	14	11
375	100	40	14	11
281	100	40	14	11
250	100	40	14	11
250	100	40	14	11
235	100	40	14	11
281	100	40	14	11
1094	100	40	15	11
515	100	40	15	11
454	100	40	15	11
453	100	40	15	11
406	100	40	15	11
391	100	40	15	11
390	100	40	15	11
250	100	40	15	11
250	100	40	15	11
250	100	40	15	11
219	100	40	15	11
203	100	40	15	11
531	100	40	16	11
469	100	40	16	11
438	100	40	16	11
406	100	40	16	11
391	100	40	16	11
391	100	40	16	11
375	100	40	16	11
281	100	40	16	11
250	100	40	16	11
250	100	40	16	11
203	100	40	16	11
250	100	40	16	11
453	100	40	17	11
438	100	40	17	11
407	100	40	17	11
406	100	40	17	11
375	100	40	17	11
375	100	40	17	11
328	100	40	17	11
281	100	40	17	11
265	100	40	17	11
250	100	40	17	11
219	100	40	17	11
204	100	40	17	11
500	100	40	18	11
468	100	40	18	11
437	100	40	18	11
406	100	40	18	11
375	100	40	18	11
359	100	40	18	11
297	100	40	18	11
282	100	40	18	11
281	100	40	18	11
250	100	40	18	11
218	100	40	18	11
250	100	40	18	11
1031	100	40	19	11
516	100	40	19	11
454	100	40	19	11
406	100	40	19	11
406	100	40	19	11
406	100	40	19	11
360	100	40	19	11
312	100	40	19	11
266	100	40	19	11
234	100	40	19	11
219	100	40	19	11
750	100	40	19	11
500	100	40	20	10
469	100	40	20	10
437	100	40	20	10
375	100	40	20	10
375	100	40	20	10
344	100	40	20	10
281	100	40	20	10
250	100	40	20	10
234	100	40	20	10
219	100	40	20	10
468	100	40	20	10
406	100	40	20	10
688	100	40	21	12
453	100	40	21	12
438	100	40	21	12
438	100	40	21	12
438	100	40	21	12
437	100	40	21	12
375	100	40	21	12
359	100	40	21	12
266	100	40	21	12
266	100	40	21	12
266	100	40	21	12
234	100	40	21	12
515	100	40	22	11
453	100	40	22	11
437	100	40	22	11
437	100	40	22	11
359	100	40	22	11
329	100	40	22	11
296	100	40	22	11
265	100	40	22	11
265	100	40	22	11
219	100	40	22	11
203	100	40	22	11
375	100	40	22	11
547	100	40	23	12
516	100	40	23	12
469	100	40	23	12
437	100	40	23	12
422	100	40	23	12
422	100	40	23	12
407	100	40	23	12
329	100	40	23	12
328	100	40	23	12
297	100	40	23	12
250	100	40	23	12
250	100	40	23	12
531	100	40	24	12
422	100	40	24	12
391	100	40	24	12
390	100	40	24	12
375	100	40	24	12
375	100	40	24	12
344	100	40	24	12
328	100	40	24	12
297	100	40	24	12
296	100	40	24	12
250	100	40	24	12
235	100	40	24	12
469	100	40	25	12
469	100	40	25	12
437	100	40	25	12
422	100	40	25	12
407	100	40	25	12
375	100	40	25	12
344	100	40	25	12
343	100	40	25	12
313	100	40	25	12
281	100	40	25	12
266	100	40	25	12
265	100	40	25	12
516	100	40	26	11
468	100	40	26	11
422	100	40	26	11
406	100	40	26	11
359	100	40	26	11
344	100	40	26	11
312	100	40	26	11
297	100	40	26	11
235	100	40	26	11
234	100	40	26	11
219	100	40	26	11
235	100	40	26	11
454	100	40	27	12
437	100	40	27	12
437	100	40	27	12
406	100	40	27	12
391	100	40	27	12
391	100	40	27	12
328	100	40	27	12
328	100	40	27	12
266	100	40	27	12
250	100	40	27	12
250	100	40	27	12
250	100	40	27	12
532	100	40	28	12
438	100	40	28	12
437	100	40	28	12
422	100	40	28	12
375	100	40	28	12
359	100	40	28	12
328	100	40	28	12
312	100	40	28	12
234	100	40	28	12
234	100	40	28	12
234	100	40	28	12
218	100	40	28	12
453	100	40	29	12
453	100	40	29	12
422	100	40	29	12
421	100	40	29	12
406	100	40	29	12
391	100	40	29	12
360	100	40	29	12
344	100	40	29	12
313	100	40	29	12
266	100	40	29	12
250	100	40	29	12
235	100	40	29	12
1156	100	40	30	12
516	100	40	30	12
422	100	40	30	12
406	100	40	30	12
390	100	40	30	12
375	100	40	30	12
375	100	40	30	12
313	100	40	30	12
266	100	40	30	12
250	100	40	30	12
234	100	40	30	12
234	100	40	30	12
750	200	10	2	8
656	200	10	2	8
640	200	10	2	8
625	200	10	2	8
531	200	10	2	8
469	200	10	2	8
469	200	10	2	8
359	200	10	2	8
641	200	10	2	8
484	200	10	2	8
468	200	10	2	8
344	200	10	2	8
750	200	10	3	9
687	200	10	3	9
656	200	10	3	9
656	200	10	3	9
641	200	10	3	9
532	200	10	3	9
500	200	10	3	9
422	200	10	3	9
297	200	10	3	9
594	200	10	3	9
531	200	10	3	9
485	200	10	3	9
812	200	10	4	6
609	200	10	4	6
594	200	10	4	6
531	200	10	4	6
531	200	10	4	6
344	200	10	4	6
907	200	10	4	6
703	200	10	4	6
500	200	10	4	6
453	200	10	4	6
297	200	10	4	6
281	200	10	4	6
719	200	10	5	4
641	200	10	5	4
594	200	10	5	4
515	200	10	5	4
1438	200	10	5	4
1062	200	10	5	4
547	200	10	5	4
547	200	10	5	4
547	200	10	5	4
359	200	10	5	4
343	200	10	5	4
297	200	10	5	4
859	200	10	6	7
656	200	10	6	7
625	200	10	6	7
547	200	10	6	7
531	200	10	6	7
531	200	10	6	7
282	200	10	6	7
594	200	10	6	7
563	200	10	6	7
562	200	10	6	7
516	200	10	6	7
297	200	10	6	7
657	200	10	7	7
609	200	10	7	7
547	200	10	7	7
547	200	10	7	7
500	200	10	7	7
469	200	10	7	7
281	200	10	7	7
750	200	10	7	7
593	200	10	7	7
547	200	10	7	7
453	200	10	7	7
297	200	10	7	7
704	200	10	8	5
640	200	10	8	5
609	200	10	8	5
594	200	10	8	5
296	200	10	8	5
641	200	10	8	5
610	200	10	8	5
609	200	10	8	5
562	200	10	8	5
516	200	10	8	5
453	200	10	8	5
281	200	10	8	5
641	200	10	9	8
640	200	10	9	8
547	200	10	9	8
547	200	10	9	8
546	200	10	9	8
515	200	10	9	8
391	200	10	9	8
297	200	10	9	8
594	200	10	9	8
594	200	10	9	8
593	200	10	9	8
313	200	10	9	8
734	200	10	10	8
719	200	10	10	8
610	200	10	10	8
547	200	10	10	8
500	200	10	10	8
391	200	10	10	8
297	200	10	10	8
282	200	10	10	8
641	200	10	10	8
594	200	10	10	8
578	200	10	10	8
547	200	10	10	8
656	200	10	11	8
579	200	10	11	8
547	200	10	11	8
469	200	10	11	8
422	200	10	11	8
359	200	10	11	8
343	200	10	11	8
265	200	10	11	8
719	200	10	11	8
562	200	10	11	8
547	200	10	11	8
531	200	10	11	8
609	200	10	12	4
594	200	10	12	4
562	200	10	12	4
297	200	10	12	4
672	200	10	12	4
594	200	10	12	4
578	200	10	12	4
547	200	10	12	4
547	200	10	12	4
453	200	10	12	4
360	200	10	12	4
282	200	10	12	4
1063	200	10	13	8
735	200	10	13	8
703	200	10	13	8
609	200	10	13	8
578	200	10	13	8
515	200	10	13	8
281	200	10	13	8
265	200	10	13	8
562	200	10	13	8
531	200	10	13	8
531	200	10	13	8
344	200	10	13	8
610	200	10	14	6
578	200	10	14	6
562	200	10	14	6
546	200	10	14	6
390	200	10	14	6
281	200	10	14	6
579	200	10	14	6
578	200	10	14	6
563	200	10	14	6
531	200	10	14	6
485	200	10	14	6
250	200	10	14	6
688	200	10	15	9
657	200	10	15	9
578	200	10	15	9
562	200	10	15	9
547	200	10	15	9
516	200	10	15	9
391	200	10	15	9
375	200	10	15	9
329	200	10	15	9
578	200	10	15	9
516	200	10	15	9
453	200	10	15	9
703	200	10	16	6
562	200	10	16	6
562	200	10	16	6
546	200	10	16	6
438	200	10	16	6
313	200	10	16	6
875	200	10	16	6
516	200	10	16	6
515	200	10	16	6
515	200	10	16	6
422	200	10	16	6
281	200	10	16	6
625	200	10	17	7
625	200	10	17	7
594	200	10	17	7
593	200	10	17	7
532	200	10	17	7
437	200	10	17	7
343	200	10	17	7
969	200	10	17	7
578	200	10	17	7
485	200	10	17	7
469	200	10	17	7
312	200	10	17	7
766	200	10	18	6
625	200	10	18	6
625	200	10	18	6
609	200	10	18	6
484	200	10	18	6
360	200	10	18	6
610	200	10	18	6
578	200	10	18	6
516	200	10	18	6
500	200	10	18	6
375	200	10	18	6
297	200	10	18	6
671	200	10	19	4
578	200	10	19	4
562	200	10	19	4
515	200	10	19	4
969	200	10	19	4
625	200	10	19	4
546	200	10	19	4
531	200	10	19	4
500	200	10	19	4
375	200	10	19	4
360	200	10	19	4
297	200	10	19	4
672	200	10	20	4
610	200	10	20	4
547	200	10	20	4
328	200	10	20	4
704	200	10	20	4
657	200	10	20	4
594	200	10	20	4
563	200	10	20	4
531	200	10	20	4
438	200	10	20	4
312	200	10	20	4
297	200	10	20	4
2407	200	10	21	5
703	200	10	21	5
500	200	10	21	5
312	200	10	21	5
312	200	10	21	5
593	200	10	21	5
546	200	10	21	5
516	200	10	21	5
515	200	10	21	5
438	200	10	21	5
406	200	10	21	5
344	200	10	21	5
657	200	10	22	6
641	200	10	22	6
640	200	10	22	6
547	200	10	22	6
313	200	10	22	6
282	200	10	22	6
672	200	10	22	6
547	200	10	22	6
500	200	10	22	6
484	200	10	22	6
437	200	10	22	6
328	200	10	22	6
766	200	10	23	7
703	200	10	23	7
563	200	10	23	7
562	200	10	23	7
531	200	10	23	7
515	200	10	23	7
297	200	10	23	7
657	200	10	23	7
562	200	10	23	7
484	200	10	23	7
359	200	10	23	7
344	200	10	23	7
687	200	10	24	3
594	200	10	24	3
344	200	10	24	3
1641	200	10	24	3
657	200	10	24	3
578	200	10	24	3
578	200	10	24	3
531	200	10	24	3
515	200	10	24	3
406	200	10	24	3
312	200	10	24	3
281	200	10	24	3
641	200	10	25	4
578	200	10	25	4
516	200	10	25	4
360	200	10	25	4
828	200	10	25	4
547	200	10	25	4
546	200	10	25	4
531	200	10	25	4
516	200	10	25	4
485	200	10	25	4
375	200	10	25	4
281	200	10	25	4
735	200	10	26	5
735	200	10	26	5
594	200	10	26	5
484	200	10	26	5
282	200	10	26	5
610	200	10	26	5
609	200	10	26	5
609	200	10	26	5
500	200	10	26	5
469	200	10	26	5
375	200	10	26	5
328	200	10	26	5
