MT	A	W	t	NH
469	300	40	23	11
453	300	40	23	11
453	300	40	23	11
407	300	40	23	11
391	300	40	23	11
359	300	40	23	11
359	300	40	23	11
329	300	40	23	11
1328	300	40	23	11
625	300	40	24	10
469	300	40	24	10
469	300	40	24	10
453	300	40	24	10
437	300	40	24	10
390	300	40	24	10
375	300	40	24	10
344	300	40	24	10
328	300	40	24	10
281	300	40	24	10
594	300	40	24	10
281	300	40	24	10
641	300	40	25	11
594	300	40	25	11
500	300	40	25	11
485	300	40	25	11
453	300	40	25	11
422	300	40	25	11
422	300	40	25	11
375	300	40	25	11
375	300	40	25	11
375	300	40	25	11
359	300	40	25	11
282	300	40	25	11
1156	300	40	26	11
656	300	40	26	11
515	300	40	26	11
484	300	40	26	11
453	300	40	26	11
453	300	40	26	11
406	300	40	26	11
391	300	40	26	11
344	300	40	26	11
312	300	40	26	11
312	300	40	26	11
312	300	40	26	11
578	300	40	27	11
469	300	40	27	11
453	300	40	27	11
453	300	40	27	11
453	300	40	27	11
438	300	40	27	11
438	300	40	27	11
437	300	40	27	11
359	300	40	27	11
344	300	40	27	11
313	300	40	27	11
719	300	40	27	11
641	300	40	28	11
485	300	40	28	11
469	300	40	28	11
454	300	40	28	11
453	300	40	28	11
406	300	40	28	11
390	300	40	28	11
375	300	40	28	11
344	300	40	28	11
328	300	40	28	11
328	300	40	28	11
656	300	40	28	11
562	300	40	29	10
469	300	40	29	10
454	300	40	29	10
453	300	40	29	10
453	300	40	29	10
437	300	40	29	10
422	300	40	29	10
359	300	40	29	10
344	300	40	29	10
328	300	40	29	10
359	300	40	29	10
343	300	40	29	10
1656	300	40	30	10
657	300	40	30	10
610	300	40	30	10
500	300	40	30	10
437	300	40	30	10
406	300	40	30	10
406	300	40	30	10
344	300	40	30	10
328	300	40	30	10
313	300	40	30	10
890	300	40	30	10
359	300	40	30	10
